selfies,smiles
[C][Branch2][Ring1][Ring2][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][F][C][Branch1][C][F][=C][Ring1][Branch2][Branch1][C],CC(=O)NC1=CC=C(F)C(F)=C1
[C][Branch1][=Branch1][C][=Branch1][C][=O][N][=C][Branch1][=Branch1][C][=Branch1][C][=O][N][N][=C][Branch2][Ring1][=Branch2][C][N][C][=Branch1][C][=O][C@@H1][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=C][Ring1][=N][S][Ring2][Ring1][Ring2],C(C(=O)N)=C(C(=O)N)N=CC1NC(=O)[C@@H1](C2=CC=CC=C2)N=C1S
[C][=Branch1][C][=O][C][C][=N][NH1][C][=Ring1][Branch1][C@@H1][O][C@H1][Branch1][C][O][C@H1][Branch1][#Branch1][C][O][C][C][Ring1][=Branch2],C(=O)C=1C=N[NH1]C=1[C@@H1]2O[C@H1](O)[C@H1]COCC2
[C][=Branch1][C][=O][Branch1][#Branch2][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][N][C][C@@H1][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][N][Branch1][#Branch2][C][=Branch1][C][=O][N][C][C][O][C][C][Ring1][O],C(=O)(C(=O)[O-1])NC1[C@@H1](C=CC2=C1)N(C(=O)NCCOC)C2
[C][N][C][=N][C][=N][N][Ring1][Branch1][C][=C][C][=C][Branch1][Ring2][NH1][Ring1][Branch1][C][=Branch1][C][=O][N][Branch1][C][C][C][=Ring1][#Branch2][N][=C][Ring1][P],CNC1=NC=NN1C2=CC=C([NH1]2)C(=O)N(C)CN=C
[C][Branch1][=Branch2][C@H1][Branch1][C][O][C][O][C][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C][Branch1][C][N][=O][C][Ring1][=N],C([C@H1](O)COCC)(=O)N[C@@H1](C(N)=O)C
[C][N][Branch2][Ring1][#Branch1][C][Branch2][Ring1][C][N][C][Branch1][Branch2][C][=C][N][=C][S][Ring1][Branch1][=O][C][C][Ring1][=Branch2][=O][C][C][C][Ring2][Ring1][C],C1N(C(NC(C2=CN=CS2)=O)C)CC1
[C][N][Branch1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][F][C][C][C][N][Branch2][Ring1][Branch1][C@][C][C@H1][O][C][C@H1][Branch1][Ring2][C][Ring1][=Branch1][C][Ring1][=Branch2][C@H1][Branch1][Branch2][C][Ring1][#Branch2][C][Ring2][Ring1][Ring2],CN(C1=CC2=CC=C1F)CCCN3[C@]4C5[C@H1]OC[C@H1](C5)C3[C@H1]C4C2
[O][=C][Branch2][Ring2][C][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C@@H1][C][C][C][N][Branch2][Ring1][Ring1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][C][Ring1][S][N][C][C][O][C][C][Ring1][=Branch1],O=C([C@H1](C(=O)[O-1])[C@@H1]1CCCNC(=O)C2=CC=C(F)C=C2CC1)N3CCOCC3
[C][=Branch1][C][=O][N][Branch1][C][C][N][=C][Branch1][P][C][Branch2][Ring1][O][N][C][C][N][Branch1][=C][C][=C][N][Branch1][Ring1][C][C][N][=C][Ring1][#Branch1][C][C][Ring1][=C][=N][Ring2][Ring1][Branch1],C1(=O)N(C)N=CCNCCN1C2=CN(CC)N=C2CC
[N][N][=C][Branch2][Ring2][Ring2][C][N][C][=Branch1][C][=O][C][S][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][N][C][=Ring1][Branch2][S][C][Ring1][P][=Ring1][P][N][=C][Branch1][=Branch2],N=1N=CCNC(=O)C=2SC=C(C(=O)N)C=2SC=1
[O][=C][Branch1][C][N][C][=C][C][=C][Branch1][Branch2][O][C][C][Branch1][C][O-1][=O][C][=C][Ring1][O][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2],O=C(N)C1=CC=C(OCC([O-1])=O)C=C1NC(=O)C2=CC=C(C(=O)[O-1])C=C2
[O][=C][Branch2][Ring1][O][N][C][C][C][Branch2][Ring1][C][C@H1][C][C][N@@H1+1][Branch1][Branch2][C][C][C][Branch1][C][C][C][C][C][Ring1][O][C][=N][N][Branch1][C][C][C][Ring1][P][Branch1][#Branch1][N][C][C][C][Ring1][Ring1][=O][=O],O=C(NCCC1([C@H1]2CC[N@@H1+1](CCC(C)C)CC2)C=N)N(C)C1(NC3CC3)OO
[C][=C][C][=C][Branch2][Ring1][O][N][C][C][C@@H1][Branch1][S][C][=Branch1][C][=O][N][C][C][NH1+1][Branch1][Ring1][C][C][C][C][Ring1][#Branch1][C][Ring1][#C][=O][C][=C][Ring2][Ring1][=Branch1],C1=CC=C(N2CC[C@@H1](C(=O)NC3C[NH1+1](CC)CC3)C2=O)C=C1
[O][=C][Branch1][=N][N][C][N][Branch1][Ring1][C][C][N][=C][C][=Ring1][#Branch1][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][N][C][C][Ring1][=N],O=C(NC=1N(CC)N=CC=1)[C@@H1](C(=O)N)CC
[C][Branch2][Ring1][#Branch1][O][C][C][Branch1][P][N][C][C][N][Branch1][Ring1][C][C][N][=C][N][Branch1][C][C][C][=Ring1][#Branch1][=O][=O][=C][C][=C][C][=C][Ring2][Ring1][Ring2],C(OCCNCCN(C=1C)N=CN(C)C=1)=O
[O][=C][Branch2][Ring1][N][C@@H1][C][C][=Branch1][C][=O][N][Branch1][=N][C][=N][C][=C][N][=C][Ring1][=Branch1][O][Ring1][#Branch2][C][=Branch1][C][=O][C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch1],O=C([C@@H1]CC(=O)N(C1=NC=CN=C1O)C=O)CF
[C][N][=N][C][Branch2][Ring2][=Branch2][C][Branch2][Ring2][Ring1][N][C][C][N][Branch2][Ring1][=Branch1][C][Branch2][Ring1][C][C][C][=Branch1][C][=O][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][=O][C][C][Ring2][Ring1][Ring1][=O][=C][C][=C][Ring2][Ring1][=Branch2],C12N=NCC(NCCN1CCC(=O)C(Cl)=CC=COCC)=C2
[N][=C][Branch1][C][O-1][C@@H1][Branch2][Ring1][=Branch2][C][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][=C][Branch1][C][C][N][Branch1][C][C][N][=C][Ring1][#Branch1][C][S][C][Ring1][S][=O],N=C([O-1])[C@@H1](CNC(=O)CNC(=O)C1=C(C)N(C)N=C1)CSC=O
[C][=C][C][=C][Branch2][Ring1][#Branch1][C][N][C][=Branch1][C][=O][C][C][=Branch1][C][=O][N][Branch1][C][C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][O][C][=C][Ring2][Ring1][Ring2],C=C1C=C(CNC(=O)C2C(=O)N(C3)C=CC=CC3)C2C=C1
[C][Branch2][Ring1][#C][N][C][=Branch1][C][=O][C][N][Branch1][S][C][C][N][Branch1][=Branch2][C][C][C][C][C][C][Ring1][=Branch1][C][C][Ring1][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],C1(NC(=O)CN1CCN(C2CCCCC2)CC)C3=CC=CC=C3
[C][Branch2][Ring1][Branch1][C][Branch1][P][N][C][C][=C][Branch1][C][Cl][C][Branch1][=Branch1][C][=Branch1][C][=O][C][=C][Ring1][#Branch2][=O][=C][C][=C][Ring2][Ring1][C][C][C][=Branch1][C][=O][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1],C(=CNCC=C(Cl)C(C(=O)C)=C)=O
[C][Branch1][C][O][C][=Branch1][C][=O][C][N][C][=C][Branch1][=Branch1][C][Branch1][C][N][=O][C][=C][C][Branch1][C][C][=C][C][=C][Ring1][#Branch1][N][=C][Ring1][O],C(O)C(=O)CNC=C(C(N1)=O)C2=CC(C)=CC=C2N=C1
[C][=C][Branch2][Ring1][#Branch2][N][C][=Branch1][C][=O][C@@H1][C@@H1][Branch1][Ring1][C][O][C@@H1][Branch1][#Branch2][C][Branch1][Ring1][N][C][=O][C][Ring1][#Branch2][C][=C][C][=Branch1][C][=O][NH1][C][Ring1][=Branch1][=N][Ring2][Ring1][Ring1],C=C(N1C(=O)[C@@H1][C@@H1](CO)[C@@H1](C(NC)=O)C2=C)C(=O)[NH1]C2=N1
[C][N][C][=Branch1][C][=O][N][Branch1][C][C][C][=C][C][Branch1][C][N][=C][C][Ring1][Branch2][=O][C][C][C][C@H1][Branch2][Ring1][Ring2][N][Branch1][S][C][C][Branch1][N][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][=O][C@H1][Ring2][Ring1][O][C],CNC(=O)N(C)C=CC(N)=CC=O
[C][=C][N][Branch2][Ring2][=Branch1][N][C][C@@H1][Branch2][Ring1][#Branch2][C][N][C][=Branch1][C][=O][C][=C][Branch1][Ring2][O][C][C][C][=Branch1][C][=O][N][Branch1][Ring1][C][C][N][=C][Ring1][=N][C][C][Ring2][Ring1][Ring1][=O][C][=Ring2][Ring1][#Branch2],C=1=CN(NC[C@@H1](CNC(=O)C=C(OCC)C(=O)N(CC)N=C)CC)OC=1
[C][Branch2][Ring1][#C][C][=C][Branch1][=C][N][C][Branch1][O][C][N][C][C][=C][C][=C][N][=C][Ring1][=Branch1][=O][S][Ring1][S][N][C][=Branch1][C][=O][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][Ring2][Ring1][N],C(C=C(NCCNCC1=CC=CN=C1)OSNC(=O)CC)(C2=CC=CC=C2)=N
[C][Branch1][C][C][C][Branch2][Ring1][=Branch1][N][C][C@H1][Branch1][N][N][C][=Branch1][C][=O][C@H1][S][C][C][Ring1][Branch1][C][C][Ring1][=N][=O][=C][C][Branch1][=C][C][Branch1][=Branch2][N][C][C][O][C][C][Ring1][=Branch1][=O][=C][Ring2][Ring1][N],C1(C)C(NC[C@H1](NC(=O)[C@H1]SCC)CC=O)=CC1C(N2CCOCC2)=O
[C][C][Branch1][C][F][Branch1][C][F][C][=C][C][=C][Branch2][Ring2][=Branch2][C][=N][C][Branch2][Ring2][Ring1][C][C@@H1][C][=C][Branch2][Ring1][#Branch1][N][Branch1][=N][C][=C][C][Branch1][Ring1][O][C][=C][C][=C][Ring1][Branch2][C][C][=Branch1][C][=O][N][Ring1][P][C][C][=N][Ring2][Ring1][C][=C][Ring2][Ring1][=N],CC(F)(F)C=CC=C(C=NCC1[C@@H1]C2=C(N(C3=CC(OC)=CC=C3)CC(=O)N1)CC=N2)C
[C][Branch2][Ring2][=Branch2][C][N][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][=O][=C][C][Branch1][P][C][C][=Branch1][C][=O][N][C][=C][Branch1][C][C][N][=C][C][=C][Ring1][#Branch1][=C][C][=N][Ring1][P][=C][C][=C][Ring2][Ring1][O],CCNC(C(=O)[O-1])=O
[C][=C][Branch2][Ring1][#C][C][N][C][Branch2][Ring1][Branch2][C][C][C][N][=C][Branch1][#C][C][=C][C][Branch1][C][F][=C][Branch1][C][F][C][Branch1][C][F][=C][Ring1][=Branch2][NH1][N][=Ring1][=N][=O][C][=C][Ring2][Ring1][Branch2],C=C(CNCCCCN=C(C1=CC(F)=C(F)CF)C1)[NH1]N
[N][Branch1][Ring1][C][C][N][=C][Branch1][C][C][N][=C][Ring1][#Branch1][N][Ring1][#Branch2][C][C][Branch2][Ring1][Ring2][C][C][C][Branch2][Ring1][=Branch1][N][C][C][N][Branch1][C][C][C][Branch1][=Branch1][N+1][Branch1][C][O-1][=O][=N][Ring1][=Branch2][=O],N1(C2C)N=C(C)N=C2N1CCCCCNC3CN(C)C([N+1]([O-1])=O)=N3
[C][Branch1][=Branch2][C][=C][C][=N][C][=C][Ring1][=Branch1][O][C][=N][N][Branch1][C][C][C][Branch1][C][C][=C][Ring1][=N],C(C1=C2C=NC=C1)OC=NN(C)C(C)=C2
[C][Branch1][=Branch1][N+1][Branch1][C][O-1][=O][=C][N][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][N][Ring1][=N][C],C1([N+1]([O-1])=O)=CN(CC(=O)[O-1])N1C
[O][=C][Branch1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][O-1][C@@H1][C][=Branch1][C][=O][N][Branch1][=C][C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][Ring1][S][C],O=C(C1=CC=CC=C1[O-1])[C@@H1]C(=O)N(CC2=CC=C(F)C=C2C)C=O
[O][=C][Branch2][Ring1][Ring2][N][C][C][N][C][Branch1][C][C][=C][Branch1][C][N][C][Branch1][C][C][=C][Ring1][Branch2][C][=O][C][C][C][=N][N][Branch1][C][C][C][=Ring1][=Branch1][N][Branch1][C][C][C][=Branch1][C][=O][C][Branch1][=Branch2][C][=Branch1][C][=O][N][=C][Ring1][N],O=C(NCCN1C(C)=C(N)C(C)=C1)C=O
[C][Branch2][Ring1][Branch1][C][Branch1][P][N][C][C][N][Branch1][C][C][C][=Branch1][C][=O][N][Branch1][C][C][C][=Ring1][=Branch2][=O][=Branch1][C][=O][C][=C][C][=C][Ring2][Ring1][Ring1][Cl],C(=CNCCN(C)C(=O)N(C)C)=O
[N][C][=C][Branch2][Ring1][=Branch1][N][Branch1][C][C][N][=C][Ring1][=Branch1][O][C][C][=Branch1][C][=O][N][Branch1][C][C][C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][=N][Ring2][Ring1][Ring2],N1C2=C(N(C)N=C2OCC(=O)N(C3)CC=CC=C3)N1
[O][=C][C][=Branch1][Branch1][=C][O][C][C][=N][N][Branch1][C][C][C][=Ring1][=Branch1][C][=Branch1][C][=O][C@@H1][O][C@@H1][Branch1][=Branch1][C][Branch1][C][O-1][=O][C@H1][Ring1][=C][C][C][=C][C][=N][C][=C][Ring1][=Branch1],O=CC(=COC=1C2)NN(C)C=1C(=O)[C@@H1]O[C@@H1](C([O-1])=O)[C@H1]2CC3=CC=NC=C3
[C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][N][=C][C][Branch2][Ring1][#Branch1][N][C][C@H1][Branch1][C][C][C][N][C][Branch1][#Branch1][N][C][C][C][Ring1][Ring1][=O][=C][Ring2][Ring1][C],C=CC(C(=O)N)=CCNC[C@H1](C)CNC(NC1CC1)=O
[C][Branch2][Ring1][Ring2][N][C][=C][C][=C][Branch1][=Branch2],CNC=CC=C
[N][=C][N][Branch1][=Branch1][C][Branch1][C][O-1][=O][C][=C][Branch1][C][C][N][Ring1][#Branch2][C][C@@H1][Branch1][#C][N][C][C][=N][C][=C][C][=C][Ring1][=Branch1][C][C][Ring2][Ring1][=Branch1],N1=CN(C([O-1])=O)C=C(C)N1C[C@@H1]NCC2=NC=CC=C2CC
[C][=C][C][=C][Branch2][Ring1][#Branch2][C][Branch1][P][N][C][Branch1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=O][=O][C][=C][Ring2][Ring1][Ring2],C1=CC=CC(NC(C2=CC=CC=C2C)=O)=C1
[O][=C][Branch1][=N][C][N][C][=N][N][=C][Ring1][Branch1][N][C][C][C][C][Ring1][Branch1][N][C][N][Branch1][S][C][C][=N][N][Branch1][C][C][C][=C][Ring1][=Branch1][C][Branch1][C][N][=C][Ring1][=C],O=C(CN1C=NN=C1N2CCC)C23NCN(CC4=NN(C)C=C4CN)C3
[C][N][Branch2][Ring2][Ring2][C][=Branch1][C][=O][C@@H1][Branch2][Ring1][Branch1][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][Branch1][C][N][=O][=N][NH1][Ring1][Branch2][C][C][=C][C][Branch1][=Branch1][N+1][Branch1][C][O-1][=O][=C][C][=C][Ring1][=Branch2],CN(C(=O)[C@@H1](C(=O)NC(C(N)=O)=N[NH1])C[N+1]([O-1])=O)CC=C
[C][=C][Branch1][C][F][C][=C][Branch1][C][N][C][=C][Ring1][Branch2][C][Branch2][Ring1][#Branch2][N][C][C@@H1][Branch1][=N][C][N][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][C][Ring1][#Branch2][=O][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring2][Ring1][#Branch1],C12=C(F)C=C(N)C=C1C(NC[C@@H1]CN(CC(=O)[O-1])CC)=CC=C2
[C][=Branch1][C][=O][N][Branch1][S][C][=C][C][=C][C][Branch1][=Branch1][N+1][Branch1][C][O-1][=O][=C][Ring1][=Branch2][C][C][C][N][Ring1][#C][N][Branch1][O][C][=N][C][=C][N][=C][Ring1][=Branch1][C][Ring2][Ring1][=Branch1],C(=O)N(C1=CC=CC([N+1]([O-1])=O)=C1)CCCNNC2=NC=CN=C2C
[C][=N][C][Branch1][=N][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][=C][Branch1][Ring1][O][C][C][=C][Ring1][S][O][C][C][=Branch1][C][=O][O-1],C1=NC(NC2=CC=C(F)C=C2)=C(OC)C=C1OCC(=O)[O-1]
[C][=Branch1][C][=O][N][Branch1][=Branch1][C][Branch1][C][N][=O][C][C][=C][Branch1][=Branch2][N][C][C][O][C][C][Ring1][=Branch1][C][=N][N][Ring1][#C][Ring1][O],C(=O)N(C(N)=O)CC1=C(N2CCOCC2)C=NN1
[C][Branch2][Ring1][Branch1][C][=C][C][=C][Branch1][O][C][=C][C][=C][Branch1][Ring1][C][C][C][=C][Ring1][Branch2][O][C][Branch1][C][C][=N][Ring1][=N][=C][C][=N][Ring2][Ring1][Ring2],C(C=C1C=CC=CC=C(CC)C=C)(C)=N1
[C][C][Branch1][C][O-1][=N][C][Branch1][=Branch1][N][Branch1][C][C][C][=N][Ring1][=Branch2],C1C([O-1])=NC(N(C)C)=N1
[N][Branch1][#C][C][=Branch1][C][=O][C][NH1][N][Branch1][C][C][C][=Ring1][=Branch1][C][=C][C][=C][C][=Ring1][Branch2][N][C][=Branch1][C][=O][C][N][Branch2][Ring1][Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][Branch1][C][C][N][=C][Ring1][Branch2][C][C][Ring2][Ring1][C],N(C(=O)C[NH1]N(C)CC)=CC1=CCNC(=O)CNS(=O)(=O)C=C(C)N=CCC1
[C][Branch2][Ring2][O][C][N][=C][NH1][C][=C][Ring1][Branch1][N][=Ring1][=Branch2][C][=Branch1][C][=O][C][=C][Branch1][Ring1][C][#N][C][Branch1][#C][C][O][C][=C][C][=C][Branch1][C][F][C][Branch1][C][F][=C][Ring1][Branch2][=N][C][=Ring2][Ring1][Branch1][C][N][Branch1][Ring1][C][C][N][=C][Ring2][Ring1][=C],C=1(CN=C[NH1]C=CN=1)CN(CC)N=C
[C][N][Branch2][Ring1][#Branch1][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][N][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][#Branch2][C][C][C@@H1][Ring1][=C][C][C][O][C][C][C][Ring1][=Branch1],CN(C=CC(C(=O)N)=C(C(F)(F)F)C)CCC[C@@H1]C1COCCC1
[N][N][=C][N][Branch1][#Branch2][C][C][Branch1][C][O-1][=O][N][Branch1][C][C][C][Ring1][N][=C][Ring1][#C][C][N][Branch1][N][C][=Branch1][C][=O][C][=C][N][=C][N][=C][Ring1][=Branch1][C][C][Ring1][=N],N12N=CN(CC([O-1])=O)CC1=C2CN(C(=O)C3=CN=CN=C3)CC
[C][Branch2][Ring1][#Branch2][C][=Branch1][C][=O][N][C][C][N][Branch1][=N],CC(=O)NCCN
[C][Branch2][Ring1][#Branch1][C][=Branch1][C][=O][N][C][C][C][Branch1][Branch2][C][C][C][Branch1][C][O-1][=O][C][C][Ring1][N][C][Branch1][C][C][=N][N][Branch1][C][C][C][=Ring1][=Branch1],C(C(=O)NCCC(CCC([O-1])=O)CCC=1)(C)=NN(C)C=1
[O-1][C][=Branch1][C][=O][C][C][N][C][Branch1][N][C][=N][C][=N][N][Ring1][Branch1][C][=O][=N][N][Branch1][C][C][C][=Ring1][S],[O-1]C(=O)CCNC(C1=NC=NN1C=O)(C)C
[N][Branch2][Ring1][Branch2][C][C][C][N][Branch1][=N][C][=Branch1][C][=O][C][=C][C][=N][C][=C][Ring1][=Branch1][C][C][Ring1][=C][C][C][N][Branch1][=N][C][=Branch1][C][=O][C][=C][C][=N][C][=C][Ring1][=Branch1][C][Ring2][Ring1][=N],N1(C2CCN(C(=O)C3=CC=NC=C3)CC2C)CN(C(=O)C4=CC=NC=C4)C1
[C][=C][C][Branch1][C][C][=C][C][=C][Ring1][#Branch1][C][=C][C][Branch2][Ring1][Branch1][C][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][C][Ring1][=N][=C][C][=C][Ring2][Ring1][C][O][Ring2][Ring1][#Branch2],C12=CC(C)=CC=C1C3=CC(CNC(=O)C4=CC=C(C)C=C4C)=CC=C3O2
[O][=N+1][Branch2][Ring2][Ring2][C][C][C][N][Branch2][Ring1][#Branch1][C][=Branch1][C][=O][C@H1][C@H1][Ring1][C][C][O][C][=C][Branch1][C][C][N][Branch1][C][C][N][=Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],O=[N+1]CCCN(C(=O)[C@H1]=[C@H1]COC1=C(C)N(C)N1)C=CC=CC=C
[C][Branch2][Ring1][=C][C][=Branch1][C][=O][N][C][=C][Branch2][Ring1][Ring1][C][Branch1][S][N][C][=C][C][=C][N][Ring1][Branch1][C][=O][=C][N][=C][Branch1][C][C][C][=C][Ring2][Ring1][C][C][=C][C][=C][Ring2][Ring1][Branch2],C12(C(=O)NC=C(CNC3=CC=CN3C=O)C)C=C1C=CC=C2
[C][O][C][C][C@H1][Ring1][Branch1][C][N][Branch2][Ring1][Ring1][C][=Branch1][C][=O][C][=C][Branch1][Ring1][O][C][C][=C][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][Branch1][C][C][C][=C][Branch1][C][C][N][Branch1][C][C][N][=C][Ring1][=Branch2][C][C][Ring2][Ring1][N],C1OC2C[C@H1]1CN(C(=O)C=C(OC)C=CC=CC=O)N(C)C=C(C)N(C)N=CCC2
[O][=C][Branch2][Ring1][Branch2][N][C][=C][Branch1][=C][C][=Branch1][C][=O][N-1][C][NH1][N][=C][Branch1][Ring1][C][C][C][=Ring1][#Branch1][O][Ring1][N][C][=C][C][=C][C][=C][Ring1][=Branch1],O=C(NC=C(C(=O)[N-1]C=1[NH1]N=CCC)C=1O)C2=CC=CC=C2
[C][Branch2][Ring1][Ring2][C][C][=Branch1][C][=O][N][C@H1][Branch1][Ring1][C][O][C@H1][Branch1][Ring1][C][O][C@@H1][Ring1][=Branch2][C][=N][N][Branch1][C][C][C][=Ring1][#Branch1][C][=C][N][=N][Ring1][S][=C][C][=C][C][=C][Ring2][Ring1][=Branch2],C(CC(=O)N[C@H1](CO)[C@H1](CO1)[C@@H1])C=NN(C)C1C=CN=N
[N][N][Branch1][C][C][C][=Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][C][=C][Branch1][=Branch2][C][=C][C][=N][C][=C][Ring1][=Branch1][N][C][=Ring1][O],N=1N(C)C=1S(=O)(=O)C=2C=C(C3=CC=NC=C3)NC=2
[C][C][C@@H1][Branch2][Ring1][#C][C@@H1][C][=C][C][Branch1][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][=N][N][Branch1][C][C][C][Ring1][=N][=O][C][C][Ring2][Ring1][Ring1],CC=[C@@H1][C@@H1]C=C1C(C2=CC=C(F)C=C2)=NN(C)C1=O
[C][Branch1][C][C][N][Branch2][Ring1][Ring2][C][C][=Branch1][C][=O][N][C][C@@H1][Branch1][Ring1][C][O][C][C][Ring1][Branch2][C][C][=N][N][Branch1][#Branch1][C][C][Branch1][C][O-1][=O][C][=Ring2][Ring1][#Branch1],C=1(C)N(CC(=O)NC[C@@H1](CO)CCCC=N)N(CC([O-1])=O)C=1
[C][=C][C][O][C][Branch2][Ring2][Ring2][C][=C][C][Branch2][Ring1][O][C][=Branch1][C][=O][N][C][=C][Branch1][S][C][=C][Branch1][C][C][N][Branch1][=Branch1][C][Branch1][C][F][F][N][=C][Ring1][=Branch2][N][=N][Ring2][Ring1][Ring2][=C][Ring2][Ring1][#Branch2],C1=CCOC(C=CC(C(=O)NC=CC=C(C)N(C(F)F)N=C)N=N)=C1
[N][=C][N][Branch1][=Branch1][C][Branch1][C][F][F][C][Branch1][C][Cl][=C][Ring1][#Branch2][C][=Branch1][C][=O][N][N][Branch1][#Branch1][C][C][Branch1][C][O-1][=O][C][=C][Ring1][O],N1=CN(C(F)F)C(Cl)=C1C(=O)NN(CC([O-1])=O)C=C
[N][C][=Branch1][=Branch1][=N][C][=C][Ring1][Branch1][C][N][Branch1][=Branch2][C][C][C][O][C][C][Ring1][=Branch1][C][=Branch1][C][=O][C][O][C][Branch1][C][O][=N][N][=Ring2][Ring1][Ring1][C],N1C(=NC=C1)CN(C2CCOCC2)C(=O)COC(O)=NN
[O-1][C][=Branch1][C][=O][C][=C][Branch2][Ring2][Ring1][C][=C][C][Branch2][Ring1][Ring2][N][C][Branch1][#C][C][S][C][=N][C][Branch1][C][C][=C][C][Branch1][C][N][=C][Ring1][Branch2][Cl][=N][Ring1][P][=C][C][=C][Ring2][Ring1][#Branch1][F],[O-1]C(=O)C=CC=CC(NCCSC=NC(C)=CC(N)=C)Cl
[C][O][C][C][N][C][=Branch1][C][=O][C][C][=N][N][Branch1][Branch2][C][C][C][=Branch1][C][=O][O-1][C][=Ring1][N],COCCNC(=O)CC=NN(CCC(=O)[O-1])C
[C][Branch1][#C][N][C][C][=Branch1][C][=O][C][C][C][C][C][Ring1][Branch1][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][C][=Ring1][#C][C][N][Branch2][Ring1][Branch1][C][Branch1][S][C][=Branch1][C][=O][C][N][C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch1][=O][C][Ring2][Ring1][Ring2],C(N1CC(=O)C2CCCC2=C)(C=C3C=C)C1CN(C3C(=O)CNC=CC(F)=CC=C)OC
[C][Branch1][P][C][=Branch1][C][=O][N][C][=C][Branch1][C][Br][C][=C][N][Ring1][#Branch1][C][C][O][C][=C][C][=C][Branch1][#Branch1][N][=C][Ring1][=Branch1][N][=Ring1][=Branch2],C(C(=O)N1C=C(Br)C=CN1C)C=2OC3=CC=CN=C3N=2
[C][Branch1][Ring1][O][C][Branch2][Ring1][Branch2][N][C][C@H1][Branch1][#C][C][Branch1][O][N][C][C][=C][C][=C][N][=C][Ring1][=Branch1][=O][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][O-1][N][Ring2][Ring1][#Branch1][C],C(OC)(NC[C@H1](C(NCC1=CC=CN=C1)=O)[C@@H1]C(=O)[O-1])=NC
[O][C][N][Branch1][P][C][Branch1][=N][C][=C][N][Branch1][Ring1][C][C][N][=C][Ring1][#Branch1][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][F],OCN(C(C1=CN(CC)N=C1O)C2)CC=CC=C2F
[N][Branch2][Ring1][Ring1][C][Branch1][#C][N][C][C][C][Branch1][C][Cl][=C][C][Branch1][C][Cl][=C][Ring1][Branch2][=O][C][C@@H1][Branch1][Branch2][N][C][C][C][C][Ring1][Branch1][C][Ring2][Ring1][Ring2],N(CNC1CC(Cl)=CC(Cl)=C1)=O
